filename,track,measure_st,measure_end,set
1745.npy,0,69,85,train
1745.npy,0,70,86,train
1745.npy,0,71,87,train
1745.npy,0,72,88,train
1745.npy,0,73,89,train
120.npy,0,0,16,test
120.npy,0,1,17,test
120.npy,0,2,18,test
120.npy,0,3,19,test
120.npy,0,4,20,test
120.npy,0,5,21,test
120.npy,0,6,22,test
120.npy,0,7,23,test
120.npy,0,8,24,test
120.npy,0,9,25,test
120.npy,0,10,26,test
120.npy,0,11,27,test
120.npy,0,12,28,test
120.npy,0,13,29,test
120.npy,0,14,30,test
120.npy,0,15,31,test
120.npy,0,16,32,test
120.npy,0,17,33,test
120.npy,0,18,34,test
120.npy,0,19,35,test
120.npy,0,20,36,test
120.npy,0,21,37,test
120.npy,0,22,38,test
120.npy,0,23,39,test
120.npy,0,24,40,test
120.npy,0,25,41,test
120.npy,0,26,42,test
120.npy,0,27,43,test
120.npy,0,28,44,test
120.npy,0,29,45,test
120.npy,0,30,46,test
120.npy,0,31,47,test
120.npy,0,32,48,test
120.npy,0,33,49,test
120.npy,0,34,50,test
120.npy,0,35,51,test
120.npy,0,36,52,test
120.npy,0,37,53,test
120.npy,0,38,54,test
120.npy,0,39,55,test
120.npy,0,40,56,test
120.npy,0,41,57,test
120.npy,0,42,58,test
120.npy,0,43,59,test
120.npy,0,44,60,test
120.npy,0,45,61,test
120.npy,0,46,62,test
120.npy,0,47,63,test
120.npy,0,48,64,test
120.npy,0,49,65,test
120.npy,0,50,66,test
120.npy,0,51,67,test
120.npy,0,52,68,test
120.npy,0,53,69,test
120.npy,0,54,70,test
120.npy,0,55,71,test
120.npy,0,56,72,test
120.npy,0,57,73,test
120.npy,0,58,74,test
120.npy,0,59,75,test
120.npy,0,60,76,test
120.npy,0,61,77,test
120.npy,0,62,78,test
120.npy,0,63,79,test
120.npy,0,64,80,test
120.npy,0,65,81,test
120.npy,0,66,82,test
120.npy,0,67,83,test
120.npy,0,68,84,test
120.npy,0,69,85,test
120.npy,0,70,86,test
120.npy,0,71,87,test
120.npy,0,72,88,test
120.npy,0,73,89,test
120.npy,0,74,90,test
120.npy,0,75,91,test
120.npy,0,76,92,test
120.npy,0,77,93,test
120.npy,0,78,94,test
120.npy,0,79,95,test
120.npy,0,80,96,test
120.npy,0,81,97,test
120.npy,0,82,98,test
120.npy,0,83,99,test
120.npy,0,84,100,test
120.npy,0,85,101,test
120.npy,0,86,102,test
332.npy,0,0,16,val
332.npy,0,1,17,val
332.npy,0,2,18,val
332.npy,0,3,19,val
332.npy,0,4,20,val
332.npy,0,5,21,val
332.npy,0,6,22,val
332.npy,0,7,23,val
332.npy,0,8,24,val
332.npy,0,9,25,val
332.npy,0,10,26,val
332.npy,0,11,27,val
332.npy,0,12,28,val
332.npy,0,13,29,val
332.npy,0,14,30,val
332.npy,0,15,31,val
332.npy,0,16,32,val
332.npy,0,17,33,val
332.npy,0,18,34,val
332.npy,0,19,35,val
332.npy,0,20,36,val
332.npy,0,21,37,val
332.npy,0,22,38,val
332.npy,0,23,39,val
332.npy,0,24,40,val
332.npy,0,25,41,val
332.npy,0,26,42,val
332.npy,0,27,43,val
332.npy,0,28,44,val
332.npy,0,29,45,val
332.npy,0,30,46,val
332.npy,0,31,47,val
332.npy,0,32,48,val
332.npy,0,33,49,val
332.npy,0,34,50,val
332.npy,0,35,51,val
332.npy,0,36,52,val
332.npy,0,37,53,val
332.npy,0,38,54,val
332.npy,0,39,55,val
332.npy,0,40,56,val
332.npy,0,41,57,val
332.npy,0,42,58,val
332.npy,0,43,59,val
332.npy,0,44,60,val
332.npy,0,45,61,val
332.npy,0,46,62,val
332.npy,0,47,63,val
332.npy,0,48,64,val
332.npy,0,49,65,val
332.npy,0,50,66,val
332.npy,0,51,67,val
332.npy,0,52,68,val
332.npy,0,53,69,val
332.npy,0,54,70,val
332.npy,0,55,71,val
332.npy,0,56,72,val
332.npy,0,57,73,val
332.npy,0,58,74,val
332.npy,0,59,75,val
1736.npy,0,0,16,train
1736.npy,0,1,17,train
1736.npy,0,2,18,train
1736.npy,0,3,19,train
1736.npy,0,4,20,train
1736.npy,0,5,21,train
1736.npy,0,6,22,train
1736.npy,0,7,23,train
1736.npy,0,8,24,train
1736.npy,0,9,25,train
1736.npy,0,10,26,train
1736.npy,0,11,27,train
1736.npy,0,12,28,train
1736.npy,0,13,29,train
1736.npy,0,14,30,train
1736.npy,0,15,31,train
1736.npy,0,16,32,train
1736.npy,0,17,33,train
1736.npy,0,18,34,train
1736.npy,0,19,35,train
1736.npy,0,20,36,train
1736.npy,0,21,37,train
1736.npy,0,22,38,train
1736.npy,0,23,39,train
1736.npy,0,24,40,train
1736.npy,0,25,41,train
1736.npy,0,26,42,train
1736.npy,0,27,43,train
1736.npy,0,28,44,train
1736.npy,0,29,45,train
1736.npy,0,30,46,train
1736.npy,0,31,47,train
1736.npy,0,32,48,train
1736.npy,0,33,49,train
1736.npy,0,34,50,train
1736.npy,0,35,51,train
1736.npy,0,36,52,train
1736.npy,0,37,53,train
1736.npy,0,38,54,train
1736.npy,0,39,55,train
1736.npy,0,40,56,train
1736.npy,0,41,57,train
1736.npy,0,42,58,train
1736.npy,0,43,59,train
1736.npy,0,44,60,train
1736.npy,0,45,61,train
1736.npy,0,46,62,train
1736.npy,0,47,63,train
1736.npy,0,48,64,train
1736.npy,0,49,65,train
1736.npy,0,50,66,train
1736.npy,0,51,67,train
1736.npy,0,52,68,train
1736.npy,0,53,69,train
1736.npy,0,54,70,train
1736.npy,0,55,71,train
1736.npy,0,56,72,train
1736.npy,0,57,73,train
1230.npy,0,0,16,train
1230.npy,0,1,17,train
1230.npy,0,2,18,train
1230.npy,0,3,19,train
1230.npy,0,4,20,train
1230.npy,0,5,21,train
1230.npy,0,6,22,train
1230.npy,0,7,23,train
1230.npy,0,8,24,train
1230.npy,0,9,25,train
1230.npy,0,10,26,train
1230.npy,0,11,27,train
1230.npy,0,12,28,train
1230.npy,0,13,29,train
1230.npy,0,14,30,train
1230.npy,0,15,31,train
1230.npy,0,16,32,train
1230.npy,0,17,33,train
1230.npy,0,18,34,train
1230.npy,0,19,35,train
1230.npy,0,20,36,train
1230.npy,0,21,37,train
1230.npy,0,22,38,train
1230.npy,0,23,39,train
1230.npy,0,24,40,train
1230.npy,0,25,41,train
1230.npy,0,26,42,train
1230.npy,0,27,43,train
1230.npy,0,28,44,train
1230.npy,0,29,45,train
1230.npy,0,30,46,train
1230.npy,0,31,47,train
1230.npy,0,32,48,train
1230.npy,0,33,49,train
1230.npy,0,34,50,train
1230.npy,0,35,51,train
1230.npy,0,36,52,train
1230.npy,0,37,53,train
1230.npy,0,38,54,train
1230.npy,0,39,55,train
1230.npy,0,40,56,train
1230.npy,0,41,57,train
1230.npy,0,42,58,train
1230.npy,0,43,59,train
1230.npy,0,44,60,train
1230.npy,0,45,61,train
1230.npy,0,46,62,train
1230.npy,0,47,63,train
1230.npy,0,48,64,train
1230.npy,0,49,65,train
1230.npy,0,50,66,train
1230.npy,0,51,67,train
1230.npy,0,52,68,train
1230.npy,0,53,69,train
1230.npy,0,54,70,train
1230.npy,0,55,71,train
1230.npy,0,56,72,train
1230.npy,0,57,73,train
1230.npy,0,58,74,train
1230.npy,0,59,75,train
1230.npy,0,60,76,train
1230.npy,0,61,77,train
1230.npy,0,62,78,train
1230.npy,0,63,79,train
1230.npy,0,64,80,train
1230.npy,0,65,81,train
1230.npy,0,66,82,train
1230.npy,0,67,83,train
1230.npy,0,68,84,train
1230.npy,0,69,85,train
1230.npy,0,70,86,train
1230.npy,0,71,87,train
1230.npy,0,72,88,train
1230.npy,0,73,89,train
1230.npy,0,74,90,train
1230.npy,0,75,91,train
1230.npy,0,76,92,train
1230.npy,0,77,93,train
1230.npy,0,78,94,train
1230.npy,0,79,95,train
1230.npy,0,80,96,train
1230.npy,0,81,97,train
1230.npy,0,82,98,train
1230.npy,0,83,99,train
1230.npy,0,84,100,train
1230.npy,0,85,101,train
1230.npy,0,86,102,train
1230.npy,0,87,103,train
1230.npy,0,88,104,train
1230.npy,0,89,105,train
1230.npy,0,90,106,train
1230.npy,0,91,107,train
1230.npy,0,92,108,train
1230.npy,0,93,109,train
1230.npy,0,94,110,train
1230.npy,0,95,111,train
1230.npy,0,96,112,train
1230.npy,0,97,113,train
1230.npy,0,98,114,train
1230.npy,0,99,115,train
1230.npy,0,100,116,train
1230.npy,0,101,117,train
1230.npy,0,102,118,train
1230.npy,0,103,119,train
1230.npy,0,104,120,train
1230.npy,0,105,121,train
1230.npy,0,106,122,train
1230.npy,0,107,123,train
1230.npy,0,108,124,train
1230.npy,0,109,125,train
1230.npy,0,110,126,train
1230.npy,0,111,127,train
1230.npy,0,112,128,train
1230.npy,0,113,129,train
1230.npy,0,114,130,train
1230.npy,0,115,131,train
1230.npy,0,116,132,train
1230.npy,0,117,133,train
1230.npy,0,118,134,train
1230.npy,0,119,135,train
1230.npy,0,120,136,train
1230.npy,0,121,137,train
1230.npy,0,122,138,train
1230.npy,0,123,139,train
1230.npy,0,124,140,train
1230.npy,0,125,141,train
1030.npy,0,0,16,train
1030.npy,0,1,17,train
1030.npy,0,2,18,train
1030.npy,0,3,19,train
1030.npy,0,4,20,train
1030.npy,0,5,21,train
1030.npy,0,6,22,train
1030.npy,0,7,23,train
1030.npy,0,8,24,train
1030.npy,0,9,25,train
1030.npy,0,10,26,train
1030.npy,0,11,27,train
1030.npy,0,12,28,train
1030.npy,0,13,29,train
1030.npy,0,14,30,train
1030.npy,0,15,31,train
1030.npy,0,16,32,train
1030.npy,0,17,33,train
1030.npy,0,18,34,train
1030.npy,0,19,35,train
721.npy,0,0,16,train
721.npy,0,1,17,train
721.npy,0,2,18,train
721.npy,0,3,19,train
721.npy,0,4,20,train
721.npy,0,5,21,train
721.npy,0,6,22,train
721.npy,0,7,23,train
721.npy,0,8,24,train
721.npy,0,9,25,train
721.npy,0,10,26,train
721.npy,0,11,27,train
721.npy,0,12,28,train
721.npy,0,13,29,train
721.npy,0,14,30,train
721.npy,0,15,31,train
721.npy,0,16,32,train
721.npy,0,17,33,train
721.npy,0,18,34,train
721.npy,0,19,35,train
721.npy,0,20,36,train
721.npy,0,21,37,train
721.npy,0,22,38,train
721.npy,0,23,39,train
721.npy,0,24,40,train
721.npy,0,25,41,train
721.npy,0,26,42,train
721.npy,0,27,43,train
721.npy,0,28,44,train
721.npy,0,29,45,train
721.npy,0,30,46,train
721.npy,0,31,47,train
721.npy,0,32,48,train
721.npy,0,33,49,train
721.npy,0,34,50,train
721.npy,0,35,51,train
721.npy,0,36,52,train
721.npy,0,37,53,train
721.npy,0,38,54,train
721.npy,0,39,55,train
721.npy,0,40,56,train
721.npy,0,41,57,train
721.npy,0,42,58,train
721.npy,0,43,59,train
721.npy,0,44,60,train
721.npy,0,45,61,train
721.npy,0,46,62,train
721.npy,0,47,63,train
721.npy,0,48,64,train
721.npy,0,49,65,train
721.npy,0,50,66,train
721.npy,0,51,67,train
721.npy,0,52,68,train
721.npy,0,53,69,train
721.npy,0,54,70,train
721.npy,0,55,71,train
721.npy,0,56,72,train
721.npy,0,57,73,train
721.npy,0,58,74,train
721.npy,0,59,75,train
721.npy,0,60,76,train
721.npy,0,61,77,train
721.npy,0,62,78,train
721.npy,0,63,79,train
721.npy,0,64,80,train
721.npy,0,65,81,train
721.npy,0,66,82,train
721.npy,0,67,83,train
721.npy,0,68,84,train
721.npy,0,69,85,train
721.npy,0,70,86,train
721.npy,0,71,87,train
721.npy,0,72,88,train
721.npy,0,73,89,train
721.npy,0,74,90,train
721.npy,0,75,91,train
721.npy,0,76,92,train
721.npy,0,77,93,train
721.npy,0,78,94,train
721.npy,0,79,95,train
721.npy,0,80,96,train
721.npy,0,81,97,train
721.npy,0,82,98,train
721.npy,0,83,99,train
721.npy,0,84,100,train
721.npy,0,85,101,train
721.npy,0,86,102,train
721.npy,0,87,103,train
721.npy,0,88,104,train
721.npy,0,89,105,train
721.npy,0,90,106,train
1153.npy,0,0,16,train
1153.npy,0,1,17,train
1153.npy,0,2,18,train
1153.npy,0,3,19,train
1153.npy,0,4,20,train
1153.npy,0,5,21,train
1153.npy,0,6,22,train
1153.npy,0,7,23,train
1153.npy,0,8,24,train
1153.npy,0,9,25,train
1153.npy,0,10,26,train
1153.npy,0,11,27,train
1153.npy,0,12,28,train
1153.npy,0,13,29,train
1153.npy,0,14,30,train
1153.npy,0,15,31,train
1153.npy,0,16,32,train
1153.npy,0,17,33,train
1153.npy,0,18,34,train
1153.npy,0,19,35,train
1153.npy,0,20,36,train
1153.npy,0,21,37,train
1153.npy,0,22,38,train
1153.npy,0,23,39,train
1153.npy,0,24,40,train
1153.npy,0,25,41,train
1153.npy,0,26,42,train
1153.npy,0,27,43,train
1153.npy,0,28,44,train
1153.npy,0,29,45,train
1153.npy,0,30,46,train
1153.npy,0,31,47,train
1153.npy,0,32,48,train
1153.npy,0,33,49,train
1153.npy,0,34,50,train
1153.npy,0,35,51,train
1153.npy,0,36,52,train
1153.npy,0,37,53,train
1153.npy,0,38,54,train
1153.npy,0,39,55,train
1153.npy,0,40,56,train
1153.npy,0,41,57,train
1153.npy,0,42,58,train
1153.npy,0,43,59,train
1153.npy,0,44,60,train
1153.npy,0,45,61,train
1153.npy,0,46,62,train
1153.npy,0,47,63,train
1153.npy,0,48,64,train
1153.npy,0,49,65,train
1153.npy,0,50,66,train
1153.npy,0,51,67,train
1153.npy,0,52,68,train
1153.npy,0,53,69,train
1153.npy,0,54,70,train
1153.npy,0,55,71,train
1153.npy,0,56,72,train
1153.npy,0,57,73,train
1153.npy,0,58,74,train
1153.npy,0,59,75,train
1153.npy,0,60,76,train
1153.npy,0,61,77,train
1153.npy,0,62,78,train
1153.npy,0,63,79,train
1153.npy,0,64,80,train
1153.npy,0,65,81,train
1153.npy,0,66,82,train
1153.npy,0,67,83,train
1153.npy,0,68,84,train
1153.npy,0,69,85,train
1153.npy,0,70,86,train
1153.npy,0,71,87,train
1153.npy,0,72,88,train
1153.npy,0,73,89,train
1153.npy,0,74,90,train
1153.npy,0,75,91,train
1153.npy,0,76,92,train
1153.npy,0,77,93,train
1153.npy,0,78,94,train
1153.npy,0,79,95,train
1153.npy,0,80,96,train
1153.npy,0,81,97,train
1153.npy,0,82,98,train
1153.npy,0,83,99,train
1153.npy,0,84,100,train
1153.npy,0,85,101,train
1153.npy,0,86,102,train
1153.npy,0,87,103,train
1153.npy,0,88,104,train
1153.npy,0,89,105,train
1153.npy,0,90,106,train
1153.npy,0,91,107,train
1153.npy,0,92,108,train
1153.npy,0,93,109,train
269.npy,0,0,16,train
269.npy,0,1,17,train
269.npy,0,2,18,train
269.npy,0,3,19,train
269.npy,0,4,20,train
269.npy,0,5,21,train
269.npy,0,6,22,train
269.npy,0,7,23,train
269.npy,0,8,24,train
269.npy,0,9,25,train
269.npy,0,10,26,train
269.npy,0,11,27,train
269.npy,0,12,28,train
269.npy,0,13,29,train
269.npy,0,14,30,train
269.npy,0,15,31,train
269.npy,0,16,32,train
269.npy,0,17,33,train
269.npy,0,18,34,train
269.npy,0,19,35,train
269.npy,0,20,36,train
269.npy,0,21,37,train
269.npy,0,22,38,train
269.npy,0,23,39,train
269.npy,0,24,40,train
269.npy,0,25,41,train
269.npy,0,26,42,train
269.npy,0,27,43,train
269.npy,0,28,44,train
269.npy,0,29,45,train
269.npy,0,30,46,train
269.npy,0,31,47,train
269.npy,0,32,48,train
269.npy,0,33,49,train
269.npy,0,34,50,train
269.npy,0,35,51,train
269.npy,0,36,52,train
269.npy,0,37,53,train
269.npy,0,38,54,train
269.npy,0,39,55,train
269.npy,0,40,56,train
269.npy,0,41,57,train
269.npy,0,42,58,train
269.npy,0,43,59,train
269.npy,0,44,60,train
269.npy,0,45,61,train
269.npy,0,46,62,train
269.npy,0,47,63,train
269.npy,0,48,64,train
269.npy,0,49,65,train
269.npy,0,50,66,train
269.npy,0,51,67,train
269.npy,0,52,68,train
269.npy,0,53,69,train
269.npy,0,54,70,train
269.npy,0,55,71,train
269.npy,0,56,72,train
269.npy,0,57,73,train
269.npy,0,58,74,train
269.npy,0,59,75,train
269.npy,0,60,76,train
269.npy,0,61,77,train
269.npy,0,62,78,train
269.npy,0,63,79,train
269.npy,0,64,80,train
269.npy,0,65,81,train
269.npy,0,66,82,train
269.npy,0,67,83,train
269.npy,0,68,84,train
269.npy,0,69,85,train
269.npy,0,70,86,train
269.npy,0,71,87,train
269.npy,0,72,88,train
269.npy,0,73,89,train
269.npy,0,74,90,train
269.npy,0,75,91,train
269.npy,0,76,92,train
269.npy,0,77,93,train
269.npy,0,78,94,train
269.npy,0,79,95,train
269.npy,0,80,96,train
269.npy,0,81,97,train
269.npy,0,82,98,train
269.npy,0,83,99,train
269.npy,0,84,100,train
269.npy,0,85,101,train
269.npy,0,86,102,train
269.npy,0,87,103,train
269.npy,0,88,104,train
269.npy,0,89,105,train
269.npy,0,90,106,train
269.npy,0,91,107,train
269.npy,0,92,108,train
269.npy,0,93,109,train
269.npy,0,94,110,train
269.npy,0,95,111,train
269.npy,0,96,112,train
232.npy,0,0,16,train
232.npy,0,1,17,train
232.npy,0,2,18,train
232.npy,0,3,19,train
232.npy,0,4,20,train
232.npy,0,5,21,train
232.npy,0,6,22,train
232.npy,0,7,23,train
232.npy,0,8,24,train
232.npy,0,9,25,train
232.npy,0,10,26,train
232.npy,0,11,27,train
232.npy,0,12,28,train
232.npy,0,13,29,train
232.npy,0,14,30,train
232.npy,0,15,31,train
232.npy,0,16,32,train
232.npy,0,17,33,train
232.npy,0,18,34,train
232.npy,0,19,35,train
232.npy,0,20,36,train
232.npy,0,21,37,train
232.npy,0,22,38,train
232.npy,0,23,39,train
232.npy,0,24,40,train
232.npy,0,25,41,train
232.npy,0,26,42,train
232.npy,0,27,43,train
232.npy,0,28,44,train
232.npy,0,29,45,train
232.npy,0,30,46,train
232.npy,0,31,47,train
232.npy,0,32,48,train
232.npy,0,33,49,train
232.npy,0,34,50,train
232.npy,0,35,51,train
232.npy,0,36,52,train
232.npy,0,37,53,train
232.npy,0,38,54,train
232.npy,0,39,55,train
232.npy,0,40,56,train
232.npy,0,41,57,train
232.npy,0,42,58,train
232.npy,0,43,59,train
232.npy,0,44,60,train
232.npy,0,45,61,train
232.npy,0,46,62,train
232.npy,0,47,63,train
232.npy,0,48,64,train
232.npy,0,49,65,train
232.npy,0,50,66,train
232.npy,0,51,67,train
232.npy,0,52,68,train
232.npy,0,53,69,train
232.npy,0,54,70,train
232.npy,0,55,71,train
232.npy,0,56,72,train
232.npy,0,57,73,train
232.npy,0,58,74,train
232.npy,0,59,75,train
232.npy,0,60,76,train
232.npy,0,61,77,train
232.npy,0,62,78,train
232.npy,0,63,79,train
232.npy,0,64,80,train
232.npy,0,65,81,train
232.npy,0,66,82,train
232.npy,0,67,83,train
232.npy,0,68,84,train
232.npy,0,69,85,train
232.npy,0,70,86,train
232.npy,0,71,87,train
232.npy,0,72,88,train
232.npy,0,73,89,train
232.npy,0,74,90,train
232.npy,0,75,91,train
232.npy,0,76,92,train
232.npy,0,77,93,train
232.npy,0,78,94,train
232.npy,0,79,95,train
232.npy,0,80,96,train
232.npy,0,81,97,train
232.npy,0,82,98,train
232.npy,0,83,99,train
232.npy,0,84,100,train
232.npy,0,85,101,train
232.npy,0,86,102,train
232.npy,0,87,103,train
232.npy,0,88,104,train
232.npy,0,89,105,train
232.npy,0,90,106,train
232.npy,0,91,107,train
232.npy,0,92,108,train
232.npy,0,93,109,train
232.npy,0,94,110,train
232.npy,0,95,111,train
232.npy,0,96,112,train
232.npy,0,97,113,train
232.npy,0,98,114,train
232.npy,0,99,115,train
232.npy,0,100,116,train
232.npy,0,101,117,train
232.npy,0,102,118,train
232.npy,0,103,119,train
232.npy,0,104,120,train
232.npy,0,105,121,train
232.npy,0,106,122,train
232.npy,0,107,123,train
232.npy,0,108,124,train
232.npy,0,109,125,train
232.npy,0,110,126,train
232.npy,0,111,127,train
232.npy,0,112,128,train
232.npy,0,113,129,train
232.npy,0,114,130,train
232.npy,0,115,131,train
232.npy,0,116,132,train
232.npy,0,117,133,train
1586.npy,0,0,16,train
1586.npy,0,1,17,train
1586.npy,0,2,18,train
1586.npy,0,3,19,train
1586.npy,0,4,20,train
1586.npy,0,5,21,train
1586.npy,0,6,22,train
1586.npy,0,7,23,train
1586.npy,0,8,24,train
1586.npy,0,9,25,train
1586.npy,0,10,26,train
1586.npy,0,11,27,train
1586.npy,0,12,28,train
1586.npy,0,13,29,train
1586.npy,0,14,30,train
1586.npy,0,15,31,train
1586.npy,0,16,32,train
1586.npy,0,17,33,train
1586.npy,0,18,34,train
1586.npy,0,19,35,train
1586.npy,0,20,36,train
1586.npy,0,21,37,train
1586.npy,0,22,38,train
1586.npy,0,23,39,train
1586.npy,0,24,40,train
1586.npy,0,25,41,train
1586.npy,0,26,42,train
1586.npy,0,27,43,train
1586.npy,0,28,44,train
1586.npy,0,29,45,train
1586.npy,0,30,46,train
1586.npy,0,31,47,train
1586.npy,0,32,48,train
1586.npy,0,33,49,train
1586.npy,0,34,50,train
1586.npy,0,35,51,train
1586.npy,0,36,52,train
1586.npy,0,37,53,train
1586.npy,0,38,54,train
1586.npy,0,39,55,train
1586.npy,0,40,56,train
1586.npy,0,41,57,train
1586.npy,0,42,58,train
1586.npy,0,43,59,train
1586.npy,0,44,60,train
1586.npy,0,45,61,train
1586.npy,0,46,62,train
1586.npy,0,47,63,train
1586.npy,0,48,64,train
1586.npy,0,49,65,train
1586.npy,0,50,66,train
1586.npy,0,51,67,train
1586.npy,0,52,68,train
1586.npy,0,53,69,train
1586.npy,0,54,70,train
1586.npy,0,55,71,train
1586.npy,0,56,72,train
1586.npy,0,57,73,train
1586.npy,0,58,74,train
1586.npy,0,59,75,train
1586.npy,0,60,76,train
1586.npy,0,61,77,train
1586.npy,0,62,78,train
1586.npy,0,63,79,train
1586.npy,0,64,80,train
1586.npy,0,65,81,train
1586.npy,0,66,82,train
1586.npy,0,67,83,train
1586.npy,0,68,84,train
1586.npy,0,69,85,train
1586.npy,0,70,86,train
1586.npy,0,71,87,train
1586.npy,0,72,88,train
1586.npy,0,73,89,train
1586.npy,0,74,90,train
1586.npy,0,75,91,train
1586.npy,0,76,92,train
1586.npy,0,77,93,train
1586.npy,0,78,94,train
1586.npy,0,79,95,train
1586.npy,0,80,96,train
1586.npy,0,81,97,train
1586.npy,0,82,98,train
1586.npy,0,83,99,train
1586.npy,0,84,100,train
1586.npy,0,85,101,train
1586.npy,0,86,102,train
1135.npy,0,0,16,train
1135.npy,0,1,17,train
1135.npy,0,2,18,train
1135.npy,0,3,19,train
1135.npy,0,4,20,train
1135.npy,0,5,21,train
1135.npy,0,6,22,train
1135.npy,0,7,23,train
1135.npy,0,8,24,train
1135.npy,0,9,25,train
1135.npy,0,10,26,train
1135.npy,0,11,27,train
1135.npy,0,12,28,train
1135.npy,0,13,29,train
1135.npy,0,14,30,train
1135.npy,0,15,31,train
1135.npy,0,16,32,train
1135.npy,0,17,33,train
1135.npy,0,18,34,train
1135.npy,0,19,35,train
1135.npy,0,20,36,train
1135.npy,0,21,37,train
1135.npy,0,22,38,train
1135.npy,0,23,39,train
1135.npy,0,24,40,train
1135.npy,0,25,41,train
1135.npy,0,26,42,train
1135.npy,0,27,43,train
1135.npy,0,28,44,train
1135.npy,0,29,45,train
1135.npy,0,30,46,train
1135.npy,0,31,47,train
1135.npy,0,32,48,train
1135.npy,0,33,49,train
1135.npy,0,34,50,train
1135.npy,0,35,51,train
1135.npy,0,36,52,train
1135.npy,0,37,53,train
1135.npy,0,38,54,train
1135.npy,0,39,55,train
1135.npy,0,40,56,train
1135.npy,0,41,57,train
1135.npy,0,42,58,train
1135.npy,0,43,59,train
1135.npy,0,44,60,train
1135.npy,0,45,61,train
1135.npy,0,46,62,train
1135.npy,0,47,63,train
1135.npy,0,48,64,train
1135.npy,0,49,65,train
1135.npy,0,50,66,train
1135.npy,0,51,67,train
506.npy,0,0,16,train
506.npy,0,1,17,train
506.npy,0,2,18,train
506.npy,0,3,19,train
506.npy,0,4,20,train
506.npy,0,5,21,train
506.npy,0,6,22,train
506.npy,0,7,23,train
506.npy,0,8,24,train
506.npy,0,9,25,train
506.npy,0,10,26,train
506.npy,0,11,27,train
506.npy,0,12,28,train
506.npy,0,13,29,train
506.npy,0,14,30,train
506.npy,0,15,31,train
506.npy,0,16,32,train
506.npy,0,17,33,train
506.npy,0,18,34,train
506.npy,0,19,35,train
506.npy,0,20,36,train
506.npy,0,21,37,train
506.npy,0,22,38,train
506.npy,0,23,39,train
506.npy,0,24,40,train
506.npy,0,25,41,train
506.npy,0,26,42,train
506.npy,0,27,43,train
506.npy,0,28,44,train
506.npy,0,29,45,train
506.npy,0,30,46,train
506.npy,0,31,47,train
506.npy,0,32,48,train
506.npy,0,33,49,train
506.npy,0,34,50,train
506.npy,0,35,51,train
506.npy,0,36,52,train
506.npy,0,37,53,train
506.npy,0,38,54,train
506.npy,0,39,55,train
506.npy,0,40,56,train
506.npy,0,41,57,train
506.npy,0,42,58,train
506.npy,0,43,59,train
506.npy,0,44,60,train
506.npy,0,45,61,train
506.npy,0,46,62,train
643.npy,0,0,16,train
643.npy,0,1,17,train
643.npy,0,2,18,train
643.npy,0,3,19,train
643.npy,0,4,20,train
643.npy,0,5,21,train
643.npy,0,6,22,train
643.npy,0,7,23,train
643.npy,0,8,24,train
643.npy,0,9,25,train
643.npy,0,10,26,train
643.npy,0,11,27,train
643.npy,0,12,28,train
643.npy,0,13,29,train
643.npy,0,14,30,train
643.npy,0,15,31,train
643.npy,0,16,32,train
643.npy,0,17,33,train
643.npy,0,18,34,train
643.npy,0,19,35,train
643.npy,0,20,36,train
643.npy,0,21,37,train
643.npy,0,22,38,train
643.npy,0,23,39,train
643.npy,0,24,40,train
643.npy,0,25,41,train
643.npy,0,26,42,train
643.npy,0,27,43,train
643.npy,0,28,44,train
643.npy,0,29,45,train
643.npy,0,30,46,train
643.npy,0,31,47,train
643.npy,0,32,48,train
643.npy,0,33,49,train
643.npy,0,34,50,train
643.npy,0,35,51,train
643.npy,0,36,52,train
643.npy,0,37,53,train
643.npy,0,38,54,train
643.npy,0,39,55,train
643.npy,0,40,56,train
643.npy,0,41,57,train
643.npy,0,42,58,train
643.npy,0,43,59,train
643.npy,0,44,60,train
643.npy,0,45,61,train
643.npy,0,46,62,train
643.npy,0,47,63,train
643.npy,0,48,64,train
643.npy,0,49,65,train
643.npy,0,50,66,train
643.npy,0,51,67,train
643.npy,0,52,68,train
643.npy,0,53,69,train
643.npy,0,54,70,train
643.npy,0,55,71,train
643.npy,0,56,72,train
643.npy,0,57,73,train
643.npy,0,58,74,train
643.npy,0,59,75,train
643.npy,0,60,76,train
643.npy,0,61,77,train
643.npy,0,62,78,train
643.npy,0,63,79,train
643.npy,0,64,80,train
643.npy,0,65,81,train
643.npy,0,66,82,train
643.npy,0,67,83,train
643.npy,0,68,84,train
643.npy,0,69,85,train
643.npy,0,70,86,train
643.npy,0,71,87,train
643.npy,0,72,88,train
643.npy,0,73,89,train
643.npy,0,74,90,train
643.npy,0,75,91,train
643.npy,0,76,92,train
643.npy,0,77,93,train
643.npy,0,78,94,train
643.npy,0,79,95,train
1344.npy,0,0,16,train
1344.npy,0,1,17,train
1344.npy,0,2,18,train
1344.npy,0,3,19,train
1344.npy,0,4,20,train
1344.npy,0,5,21,train
1344.npy,0,6,22,train
1344.npy,0,7,23,train
1344.npy,0,8,24,train
1344.npy,0,9,25,train
1344.npy,0,10,26,train
1344.npy,0,11,27,train
1344.npy,0,12,28,train
1344.npy,0,13,29,train
1344.npy,0,14,30,train
1344.npy,0,15,31,train
1344.npy,0,16,32,train
1344.npy,0,17,33,train
